s
indexer,parentBountyId,proposer,index,value,dValue,fee,curator,beneficiary,unlockAt,description,meta,state,isFinal,stateSort,deposit,fiatValue,symbolPrice
"{""blockHeight"": 21987460, ""blockHash"": ""0x0674029fb318ca904426d0358d2d02ee30dc2e33ff815ea023aed6f71790f8ee"", ""blockTime"": 1723039212000, ""eventIndex"": 94, ""extrinsicIndex"": 5}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1782,204900000000,{'$numberDecimal': '204900000000'},0.0,15AZxmt271W7YBo41JrxCYJHqdXhyrXsHhm5paFkd5GpreGP,16i7JAEaHLi7KjSzHvrnkiCYqtcb7H3FZ8KAqR52L8pEizAn,22103104.0,"Content creation: V_104 ""Valen Lombardo''","{'parentBounty': 42, 'value': 204900000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '15AZxmt271W7YBo41JrxCYJHqdXhyrXsHhm5paFkd5GpreGP', 'beneficiary': '16i7JAEaHLi7KjSzHvrnkiCYqtcb7H3FZ8KAqR52L8pEizAn', 'unlockAt': 22103104}}}","{""indexer"": {""blockHeight"": 22131719, ""blockHash"": ""0x5168c231dd3db4fa361f13840426a30a558e3b0a1649db6fbdba09747eb581d2"", ""blockTime"": 1723908018000, ""eventIndex"": 55, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21987460, ""blockHash"": ""0x0674029fb318ca904426d0358d2d02ee30dc2e33ff815ea023aed6f71790f8ee"", ""blockTime"": 1723039212000, ""eventIndex"": 88, ""extrinsicIndex"": 5}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1781,442500000000,{'$numberDecimal': '442500000000'},0.0,15AZxmt271W7YBo41JrxCYJHqdXhyrXsHhm5paFkd5GpreGP,1TtCbdG7LjYwry8bYK6zV3xq2XAnXod4jf2htxH2NE1Wf2Q,22103104.0,"Content creation: V_103 ""Cesar''","{'parentBounty': 42, 'value': 442500000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '15AZxmt271W7YBo41JrxCYJHqdXhyrXsHhm5paFkd5GpreGP', 'beneficiary': '1TtCbdG7LjYwry8bYK6zV3xq2XAnXod4jf2htxH2NE1Wf2Q', 'unlockAt': 22103104}}}","{""indexer"": {""blockHeight"": 22154339, ""blockHash"": ""0xfe229e6cebde0bbb105af98a69aaf671150b4dfeecff5cd9ac2008b8d14bde57"", ""blockTime"": 1724043972000, ""eventIndex"": 59, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21987460, ""blockHash"": ""0x0674029fb318ca904426d0358d2d02ee30dc2e33ff815ea023aed6f71790f8ee"", ""blockTime"": 1723039212000, ""eventIndex"": 82, ""extrinsicIndex"": 5}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1780,493400000000,{'$numberDecimal': '493400000000'},0.0,15AZxmt271W7YBo41JrxCYJHqdXhyrXsHhm5paFkd5GpreGP,15rqj6yN29bxzbjFWxYGNB1TaRdqrESkg7SZNDDHTcSsjNXq,22103104.0,"Content creation: V_102 / V_106 ""Axel becker''","{'parentBounty': 42, 'value': 493400000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '15AZxmt271W7YBo41JrxCYJHqdXhyrXsHhm5paFkd5GpreGP', 'beneficiary': '15rqj6yN29bxzbjFWxYGNB1TaRdqrESkg7SZNDDHTcSsjNXq', 'unlockAt': 22103104}}}","{""indexer"": {""blockHeight"": 22159159, ""blockHash"": ""0x9607a2f4cf023f1262694c3ad397065a702f04dbb41afda1722b313cb4da0ecd"", ""blockTime"": 1724072970000, ""eventIndex"": 54, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21987278, ""blockHash"": ""0x0eaf24caa4809930db9f1dcb604ee2953be29ec097bf5551b6d7720e96db2d9b"", ""blockTime"": 1723038120003, ""eventIndex"": 73, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1779,44300000000,{'$numberDecimal': '44300000000'},0.0,12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1,1635AMQRRAV78EyHi4SkNhXS6HySDgRH1ds3TbYyr5Z9GWUE,22102603.0,Spanish Bounty translations TT 94 and 97,"{'parentBounty': 42, 'value': 44300000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1', 'beneficiary': '1635AMQRRAV78EyHi4SkNhXS6HySDgRH1ds3TbYyr5Z9GWUE', 'unlockAt': 22102603}}}","{""indexer"": {""blockHeight"": 22123422, ""blockHash"": ""0x8de6850d69a531fa2595d74696e1d72883695abe49986f446411c94f58d2e925"", ""blockTime"": 1723857912000, ""eventIndex"": 49, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21987278, ""blockHash"": ""0x0eaf24caa4809930db9f1dcb604ee2953be29ec097bf5551b6d7720e96db2d9b"", ""blockTime"": 1723038120003, ""eventIndex"": 67, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1778,200800000000,{'$numberDecimal': '200800000000'},0.0,12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1,1qAsfc59XsRLiy3DZfc4buS4umW6Q4xaJcWALj1eguZTi75,22102603.0,"Spanish Bounty content creation CE-56 y translations TT 95, TT 96 and TT 98","{'parentBounty': 42, 'value': 200800000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1', 'beneficiary': '1qAsfc59XsRLiy3DZfc4buS4umW6Q4xaJcWALj1eguZTi75', 'unlockAt': 22102603}}}","{""indexer"": {""blockHeight"": 22102608, ""blockHash"": ""0xfb23092b51d40631bfa630dde7b676c4f5a8ed346cd26f64d91a21f7c5f1e642"", ""blockTime"": 1723732026000, ""eventIndex"": 60, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21987278, ""blockHash"": ""0x0eaf24caa4809930db9f1dcb604ee2953be29ec097bf5551b6d7720e96db2d9b"", ""blockTime"": 1723038120003, ""eventIndex"": 61, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1777,328800000000,{'$numberDecimal': '328800000000'},0.0,12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1,14dfHJDm27ep5eAtgXqr1wjUYnK3p5LhgzLcYVX3tHRFsVo9,22102603.0,"Spanish Bounty translations TT_91, TT_92, TT_93 and TT_103 ","{'parentBounty': 42, 'value': 328800000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1', 'beneficiary': '14dfHJDm27ep5eAtgXqr1wjUYnK3p5LhgzLcYVX3tHRFsVo9', 'unlockAt': 22102603}}}","{""indexer"": {""blockHeight"": 22333721, ""blockHash"": ""0x1190244153f5321f264d55e0a20c4a16a98b896d6a5d16ecdc10e9a8e5b511b1"", ""blockTime"": 1725124506000, ""eventIndex"": 60, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21979013, ""blockHash"": ""0xdaf374926d0ffc872dd4b64ee9f2b69db4bc6309068cf0566fcccc78e54caa5a"", ""blockTime"": 1722988392000, ""eventIndex"": 58, ""extrinsicIndex"": 2}",36,15NqvcaPDSc4TJSEERC8jLvs22dBqsDkjdzxW4tj1dkhTNq7,1775,99009000000000,{'$numberDecimal': '99009000000000'},0.0,14Gvqxjvy2rKFnY5BobiNq4ZsmbsHnnhZy1SqwZb3nhh3mLE,14Hkd7k7bHCkopUtRb8GWDUdF6dzd6GgpVRGmJqW1mktcnef,22120548.0,USDC AH KuCoin Integration (Integration Fee),"{'parentBounty': 36, 'value': 99009000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '14Gvqxjvy2rKFnY5BobiNq4ZsmbsHnnhZy1SqwZb3nhh3mLE', 'beneficiary': '14Hkd7k7bHCkopUtRb8GWDUdF6dzd6GgpVRGmJqW1mktcnef', 'unlockAt': 22120548}}}","{""indexer"": {""blockHeight"": 22170431, ""blockHash"": ""0xdb8e46bb2d0bb2d1a2f03bcf9f1c8a8771331244f5931b3ee54e1411e8b501cf"", ""blockTime"": 1724140914001, ""eventIndex"": 54, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 21979013, ""blockHash"": ""0xdaf374926d0ffc872dd4b64ee9f2b69db4bc6309068cf0566fcccc78e54caa5a"", ""blockTime"": 1722988392000, ""eventIndex"": 53, ""extrinsicIndex"": 2}",36,15NqvcaPDSc4TJSEERC8jLvs22dBqsDkjdzxW4tj1dkhTNq7,1774,59406000000000,{'$numberDecimal': '59406000000000'},0.0,14Gvqxjvy2rKFnY5BobiNq4ZsmbsHnnhZy1SqwZb3nhh3mLE,16G93XTYowWsw1KCqqyQU36m2Uq6B6gcg1ehvFU6R6KxfDoX,22120548.0,USDC AH KuCoin Integration (Marketing Fee),"{'parentBounty': 36, 'value': 59406000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '14Gvqxjvy2rKFnY5BobiNq4ZsmbsHnnhZy1SqwZb3nhh3mLE', 'beneficiary': '16G93XTYowWsw1KCqqyQU36m2Uq6B6gcg1ehvFU6R6KxfDoX', 'unlockAt': 22120548}}}","{""indexer"": {""blockHeight"": 22170446, ""blockHash"": ""0xe2551e877b434973864ef861ac16ad640cf85313fdbfda4620672977cb7c82c2"", ""blockTime"": 1724141004000, ""eventIndex"": 58, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 21968326, ""blockHash"": ""0x1353126ccdde6b6e7f3e3bab72e07897e5aa928c8f848d1a852a77dad2f97ede"", ""blockTime"": 1722924066001, ""eventIndex"": 76, ""extrinsicIndex"": 3}",33,1UPNJUVFMvtsHxeXzKNAhhk2de27b95uUbeRs4x5FQzKJnJ,1773,58960000000000,{'$numberDecimal': '58960000000000'},0.0,14WjkhgfbD98TA2SuJiqrnhhPCmpfCFVtQ46Zcr4DEAwegQi,1xYxQ1tomtMuBc2KHhRv8p8auU2dcBnP41E1e8Pgn1MRiqZ,22115415.0,Pink Brains - Invoice #2 - DOT price = 3.85 USD - excess DOT due to higher DOT market price when claim is made available must be returned,"{'parentBounty': 33, 'value': 58960000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '14WjkhgfbD98TA2SuJiqrnhhPCmpfCFVtQ46Zcr4DEAwegQi', 'beneficiary': '1xYxQ1tomtMuBc2KHhRv8p8auU2dcBnP41E1e8Pgn1MRiqZ', 'unlockAt': 22115415}}}","{""indexer"": {""blockHeight"": 22189460, ""blockHash"": ""0x840d0aafdc37e1ec85ed82e4c0359fbdd099885ebb59d772f5a7581bd2f9df7a"", ""blockTime"": 1724255844000, ""eventIndex"": 74, ""extrinsicIndex"": 5}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 21968326, ""blockHash"": ""0x1353126ccdde6b6e7f3e3bab72e07897e5aa928c8f848d1a852a77dad2f97ede"", ""blockTime"": 1722924066001, ""eventIndex"": 71, ""extrinsicIndex"": 3}",33,1UPNJUVFMvtsHxeXzKNAhhk2de27b95uUbeRs4x5FQzKJnJ,1772,353150000000000,{'$numberDecimal': '353150000000000'},0.0,14WjkhgfbD98TA2SuJiqrnhhPCmpfCFVtQ46Zcr4DEAwegQi,19C7X2ayEGaHbRb7obTd7u2crJhYm6W47XpyLC2jQBGdpif,22115415.0,Pineta Digital - INV075 - DOT price = 3.90 USD - excess DOT due to higher DOT market price when claim is made available must be returned,"{'parentBounty': 33, 'value': 353150000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '14WjkhgfbD98TA2SuJiqrnhhPCmpfCFVtQ46Zcr4DEAwegQi', 'beneficiary': '19C7X2ayEGaHbRb7obTd7u2crJhYm6W47XpyLC2jQBGdpif', 'unlockAt': 22115415}}}","{""indexer"": {""blockHeight"": 22126884, ""blockHash"": ""0x77984e197fdaaec90746f348872e628cd5f4a580748024ce271c6be5ed640f32"", ""blockTime"": 1723878810001, ""eventIndex"": 48, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 21968326, ""blockHash"": ""0x1353126ccdde6b6e7f3e3bab72e07897e5aa928c8f848d1a852a77dad2f97ede"", ""blockTime"": 1722924066001, ""eventIndex"": 66, ""extrinsicIndex"": 3}",33,1UPNJUVFMvtsHxeXzKNAhhk2de27b95uUbeRs4x5FQzKJnJ,1771,14700000000000,{'$numberDecimal': '14700000000000'},0.0,14WjkhgfbD98TA2SuJiqrnhhPCmpfCFVtQ46Zcr4DEAwegQi,13RBN6UF43sxkxUrd2H4QSJccvLNGr6HY4v3mN2WtW59WaNk,22115415.0,Crane - Invoice #6 - DOT price -15% = 3.06 EUR - excess DOT due to higher DOT market price when claim is made available must be returned,"{'parentBounty': 33, 'value': 14700000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '14WjkhgfbD98TA2SuJiqrnhhPCmpfCFVtQ46Zcr4DEAwegQi', 'beneficiary': '13RBN6UF43sxkxUrd2H4QSJccvLNGr6HY4v3mN2WtW59WaNk', 'unlockAt': 22115415}}}","{""indexer"": {""blockHeight"": 22116747, ""blockHash"": ""0x1f17f813bf02e3cd19574e474a0495eca3c0889e65dc0ee0fd41d7296a0e942c"", ""blockTime"": 1723817454001, ""eventIndex"": 62, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 21968326, ""blockHash"": ""0x1353126ccdde6b6e7f3e3bab72e07897e5aa928c8f848d1a852a77dad2f97ede"", ""blockTime"": 1722924066001, ""eventIndex"": 61, ""extrinsicIndex"": 3}",33,1UPNJUVFMvtsHxeXzKNAhhk2de27b95uUbeRs4x5FQzKJnJ,1770,16880000000000,{'$numberDecimal': '16880000000000'},0.0,14WjkhgfbD98TA2SuJiqrnhhPCmpfCFVtQ46Zcr4DEAwegQi,13RBN6UF43sxkxUrd2H4QSJccvLNGr6HY4v3mN2WtW59WaNk,22115415.0,Crane - Invoice #5 - DOT price -15% = 3.06 EUR - excess DOT due to higher DOT market price when claim is made available must be returned,"{'parentBounty': 33, 'value': 16880000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '14WjkhgfbD98TA2SuJiqrnhhPCmpfCFVtQ46Zcr4DEAwegQi', 'beneficiary': '13RBN6UF43sxkxUrd2H4QSJccvLNGr6HY4v3mN2WtW59WaNk', 'unlockAt': 22115415}}}","{""indexer"": {""blockHeight"": 22116745, ""blockHash"": ""0x322f655deed716c23b6342c22f008a831affe1122774b7b80ae38a9e4c9a74c8"", ""blockTime"": 1723817442001, ""eventIndex"": 52, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 21958585, ""blockHash"": ""0x906477cd2dca950bc3342ac64ddd757e3687ec5ebb9bf1a2377425f670f01d21"", ""blockTime"": 1722865422000, ""eventIndex"": 80, ""extrinsicIndex"": 5}",17,12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV,1769,500000000000000,{'$numberDecimal': '500000000000000'},0.0,138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s,12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV,22173508.0,Volatility/ slippage buffer for stablecoins on EB multisig,"{'parentBounty': 17, 'value': 500000000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s', 'beneficiary': '12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV', 'unlockAt': 22173508}}}","{""indexer"": {""blockHeight"": 22174424, ""blockHash"": ""0xd5c07cb7b7c5bb1f9e121ede55774bdf1e4c2ffdf423cd37a08540550050b080"", ""blockTime"": 1724165124001, ""eventIndex"": 60, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 21945350, ""blockHash"": ""0x23e3bf93f375db5c1bb773aebcb7cad3068f9bcdd3ef59cf00d58b8c7f804c81"", ""blockTime"": 1722785640001, ""eventIndex"": 64, ""extrinsicIndex"": 3}",17,12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV,1768,130248000000000,{'$numberDecimal': '130248000000000'},0.0,138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s,13YJxVJHGRyo4sJgamfDkjWRmfQd3MfDdYg5hSDrzzh2dNG3,22073785.0,Polkadot Sponsorship European Blockchain Convention Barcelona 2024,"{'parentBounty': 17, 'value': 130248000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s', 'beneficiary': '13YJxVJHGRyo4sJgamfDkjWRmfQd3MfDdYg5hSDrzzh2dNG3', 'unlockAt': 22073785}}}","{""indexer"": {""blockHeight"": 22073799, ""blockHash"": ""0xa9777364f195e75f3de9b197bcab19b2d0366a9149027b7e0a4ea7e5ab587aba"", ""blockTime"": 1723558380001, ""eventIndex"": 51, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 21904609, ""blockHash"": ""0x42ab194562c7539e25dbff6bf09ab48f1835b62f1b4761c3b02a2b8fa472db23"", ""blockTime"": 1722539646001, ""eventIndex"": 61, ""extrinsicIndex"": 3}",17,12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV,1767,82373000000000,{'$numberDecimal': '82373000000000'},0.0,138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s,14twpJZFqKirZX7G22zXjA1mnariYrTPWvcFu6vysAvefzcC,22033589.0,Tokyo Party WebX Side Event,"{'parentBounty': 17, 'value': 82373000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s', 'beneficiary': '14twpJZFqKirZX7G22zXjA1mnariYrTPWvcFu6vysAvefzcC', 'unlockAt': 22033589}}}","{""indexer"": {""blockHeight"": 22041136, ""blockHash"": ""0x47b6e65c77ff0fbe35358223aa570847f8d8f10e75c9f645beaecd51fecc05c9"", ""blockTime"": 1723361868000, ""eventIndex"": 51, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 21888270, ""blockHash"": ""0x513b82ddab4c68174069118cf9f505992c33bc1e89d6670b553b997e977599fd"", ""blockTime"": 1722441138000, ""eventIndex"": 62, ""extrinsicIndex"": 3}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1766,354800000000,{'$numberDecimal': '354800000000'},0.0,15AZxmt271W7YBo41JrxCYJHqdXhyrXsHhm5paFkd5GpreGP,1TtCbdG7LjYwry8bYK6zV3xq2XAnXod4jf2htxH2NE1Wf2Q,22003930.0,"Content creation: V_62 ""Cesar''","{'parentBounty': 42, 'value': 354800000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '15AZxmt271W7YBo41JrxCYJHqdXhyrXsHhm5paFkd5GpreGP', 'beneficiary': '1TtCbdG7LjYwry8bYK6zV3xq2XAnXod4jf2htxH2NE1Wf2Q', 'unlockAt': 22003930}}}","{""indexer"": {""blockHeight"": 22005376, ""blockHash"": ""0x4450685f0b24960cc00ed81e497a5b5366d9300a2a69d4b61d61f14ca3f91d35"", ""blockTime"": 1723146984000, ""eventIndex"": 54, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21887598, ""blockHash"": ""0x3094a548be6fa40ef413ab078f63aa5e4d95973c8200a9de389ae9fa9e1f7a0a"", ""blockTime"": 1722437082000, ""eventIndex"": 78, ""extrinsicIndex"": 4}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1765,197000000000,{'$numberDecimal': '197000000000'},0.0,13343zPsd3yZhwpAphFysoVQA3De2vDMELVMxbgExpHB5UCg,14dfHJDm27ep5eAtgXqr1wjUYnK3p5LhgzLcYVX3tHRFsVo9,22003102.0,Dotamina TT_84 TT_85 TT_89 TT_90,"{'parentBounty': 42, 'value': 197000000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '13343zPsd3yZhwpAphFysoVQA3De2vDMELVMxbgExpHB5UCg', 'beneficiary': '14dfHJDm27ep5eAtgXqr1wjUYnK3p5LhgzLcYVX3tHRFsVo9', 'unlockAt': 22003102}}}","{""indexer"": {""blockHeight"": 22333716, ""blockHash"": ""0xb1c429556b04abe7483fbd92ac485c1a980922ed11f512dfa855ee59db096c64"", ""blockTime"": 1725124476000, ""eventIndex"": 52, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21887598, ""blockHash"": ""0x3094a548be6fa40ef413ab078f63aa5e4d95973c8200a9de389ae9fa9e1f7a0a"", ""blockTime"": 1722437082000, ""eventIndex"": 72, ""extrinsicIndex"": 4}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1764,51200000000,{'$numberDecimal': '51200000000'},0.0,13343zPsd3yZhwpAphFysoVQA3De2vDMELVMxbgExpHB5UCg,1635AMQRRAV78EyHi4SkNhXS6HySDgRH1ds3TbYyr5Z9GWUE,22003102.0,Gonzalo TT_86,"{'parentBounty': 42, 'value': 51200000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '13343zPsd3yZhwpAphFysoVQA3De2vDMELVMxbgExpHB5UCg', 'beneficiary': '1635AMQRRAV78EyHi4SkNhXS6HySDgRH1ds3TbYyr5Z9GWUE', 'unlockAt': 22003102}}}","{""indexer"": {""blockHeight"": 22003818, ""blockHash"": ""0x835e0b5420bcf9c09ef0a0defededed0a7000acb9be2d6d4687fe2adfbfc7531"", ""blockTime"": 1723137606000, ""eventIndex"": 90, ""extrinsicIndex"": 7}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21887257, ""blockHash"": ""0x827aa7dd6232932bbdab2121e6a20d447b14bb0456d56a69a6cf05ad4fca0c07"", ""blockTime"": 1722435036000, ""eventIndex"": 51, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1763,87100000000,{'$numberDecimal': '87100000000'},0.0,13343zPsd3yZhwpAphFysoVQA3De2vDMELVMxbgExpHB5UCg,145pagyyifxGeH1VjbrHf1cPsKasjNNLeAKrFynEfijJAu73,22003102.0,Polkasama TT_83/TT_87,"{'parentBounty': 42, 'value': 87100000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '13343zPsd3yZhwpAphFysoVQA3De2vDMELVMxbgExpHB5UCg', 'beneficiary': '145pagyyifxGeH1VjbrHf1cPsKasjNNLeAKrFynEfijJAu73', 'unlockAt': 22003102}}}","{""indexer"": {""blockHeight"": 22250508, ""blockHash"": ""0x1b70753f237f508345e2fb7f2b5d4876aa2448fef3e575ffcbeb674ce75fa821"", ""blockTime"": 1724623308000, ""eventIndex"": 52, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21887215, ""blockHash"": ""0xb5d864f29ce22f2d6634e48a9496f6a2a25c4a4991e8815e9079a1575ce798ed"", ""blockTime"": 1722434784001, ""eventIndex"": 74, ""extrinsicIndex"": 3}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1762,108100000000,{'$numberDecimal': '108100000000'},0.0,14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh,14ENpc9HgiLs6od51BbhyKP19maNSitJAnvXWuZd6F1WThkE,22015660.0,Reward View Party Decoded La Plata - Argentina,"{'parentBounty': 42, 'value': 108100000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh', 'beneficiary': '14ENpc9HgiLs6od51BbhyKP19maNSitJAnvXWuZd6F1WThkE', 'unlockAt': 22015660}}}","{""indexer"": {""blockHeight"": 22133561, ""blockHash"": ""0xd0f7f2cd54cd044c923d540315e7e1e5900436489b25f1be08e0bdec0e67dd87"", ""blockTime"": 1723919088000, ""eventIndex"": 62, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 21887215, ""blockHash"": ""0xb5d864f29ce22f2d6634e48a9496f6a2a25c4a4991e8815e9079a1575ce798ed"", ""blockTime"": 1722434784001, ""eventIndex"": 68, ""extrinsicIndex"": 3}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,1761,784700000000,{'$numberDecimal': '784700000000'},0.0,14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh,12jNpcKMqYbiDhucsr6TDrto3MdRtrBLbuDvTh3FprZeVbpb,22002717.0,Reward View Party Decoded Valencia - Venezuela,"{'parentBounty': 42, 'value': 784700000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh', 'beneficiary': '12jNpcKMqYbiDhucsr6TDrto3MdRtrBLbuDvTh3FprZeVbpb', 'unlockAt': 22002717}}}","{""indexer"": {""blockHeight"": 22005065, ""blockHash"": ""0x258114e7d953e5531645ad404c47c2cfbec30f298f8a3ab20d089d43cf488b7e"", ""blockTime"": 1723145100000, ""eventIndex"": 59, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
